User ID: 1 | Joke ID: 1 | Content: I accidentally took my cats meds last night. Donât ask meow.
User ID: 1 | Joke ID: 1558 | Content: Why did the cookie cry? It was feeling crumby.
User ID: 1 | Joke ID: 1567 | Content: What animal is always at a game of cricket? A bat.
User ID: 1 | Joke ID: 1569 | Content: Why was the robot angry? Because someone kept pressing his buttons!
User ID: 1 | Joke ID: 1573 | Content: My sea sickness comes in waves.
User ID: 1 | Joke ID: 1576 | Content: What do you call a fish with no eyes? A fsh.
User ID: 1 | Joke ID: 1577 | Content: I used to be a banker, but I lost interest.
User ID: 1 | Joke ID: 1580 | Content: I once lost a banana at court but then I appealed. 
User ID: 1 | Joke ID: 1581 | Content: Why did Dracula lie in the wrong coffin? He made a grave mistake.
User ID: 1 | Joke ID: 1590 | Content: Did you know you should always take an extra pair of pants golfing? Just in case you get a hole in one.
User ID: 1 | Joke ID: 1591 | Content: So a duck walks into a pharmacy and says âGive me some chap-stickâ¦ and put it on my billâ
User ID: 1 | Joke ID: 1594 | Content: What did the mountain climber name his son? Cliff.
User ID: 1 | Joke ID: 1598 | Content: Why are fish easy to weigh? Because they have their own scales.
User ID: 1 | Joke ID: 1599 | Content: What has ears but cannot hear? A field of corn.
User ID: 1 | Joke ID: 1600 | Content: What do you get if you cross a turkey with a ghost? A poultry-geist!
User ID: 1 | Joke ID: 1610 | Content: How can you tell a vampire has a cold? They start coffin.
User ID: 1 | Joke ID: 1619 | Content: It doesn't matter how much you push the envelope. It will still be stationary.
User ID: 1 | Joke ID: 1622 | Content: Why is it so windy inside an arena? All those fans.
User ID: 1 | Joke ID: 1625 | Content: Atheism is a non-prophet organisation.
User ID: 1 | Joke ID: 1626 | Content: What kind of pants do ghosts wear? Boo jeans.
User ID: 1 | Joke ID: 1632 | Content: Mountains aren't just funny, they are hill areas
User ID: 1 | Joke ID: 1640 | Content: R.I.P. boiled water. You will be mist.
User ID: 1 | Joke ID: 1644 | Content: Man, I really love my furniture... me and my recliner go way back.
User ID: 1 | Joke ID: 1646 | Content: How do you make a water bed more bouncy. You use Spring Water
User ID: 1 | Joke ID: 1647 | Content: What kind of tree fits in your hand? A palm tree!
User ID: 1 | Joke ID: 1655 | Content: My dog used to chase people on a bike a lot. It got so bad I had to take his bike away.
User ID: 1 | Joke ID: 1657 | Content: Astronomers got tired watching the moon go around the earth for 24 hours. They decided to call it a day.
User ID: 1 | Joke ID: 1658 | Content: Why was the broom late for the meeting? He overswept.
User ID: 1 | Joke ID: 1665 | Content: What is bread's favorite number?  Leaven.
User ID: 1 | Joke ID: 1670 | Content: How do you make a hankie dance? Put a little boogie in it.
User ID: 1 | Joke ID: 1676 | Content: A man tried to sell me a coffin today. I told him that's the last thing I need.
User ID: 1 | Joke ID: 1684 | Content: If a child refuses to sleep during nap time, are they guilty of resisting a rest?
User ID: 1 | Joke ID: 1689 | Content: What do you call a monkey in a mine field? A babooooom!

User ID: 1 | Joke ID: 1690 | Content: An apple a day keeps the bullies away. If you throw it hard enough.
User ID: 1 | Joke ID: 1691 | Content: What did Yoda say when he saw himself in 4K? "HDMI"
User ID: 1 | Joke ID: 1698 | Content: What did the Red light say to the Green light? Don't look at me I'm changing!
User ID: 1 | Joke ID: 1702 | Content: I asked my date to go to the gym the other day. They never showed up. That's when I knew we wouldn't work out.
User ID: 1 | Joke ID: 1704 | Content: Why are ghosts bad liars? Because you can see right through them!
User ID: 1 | Joke ID: 1706 | Content: Where does Napoleon keep his armies? In his sleevies.
User ID: 1 | Joke ID: 1712 | Content: Why did the tomato blush? Because it saw the salad dressing.
User ID: 1 | Joke ID: 1731 | Content: What do I look like? A JOKE MACHINE!?
User ID: 1 | Joke ID: 1742 | Content: I wish I could clean mirrors for a living. It's just something I can see myself doing.
User ID: 1 | Joke ID: 1757 | Content: Where do sheep go to get their hair cut? The baa-baa shop.
User ID: 1 | Joke ID: 1761 | Content: Why can't your nose be 12 inches long? Because then it'd be a foot!
User ID: 1 | Joke ID: 1768 | Content: What do you call a fake noodle? An impasta.
User ID: 1 | Joke ID: 1775 | Content: Why did the opera singer go sailing? They wanted to hit the high Cs.
User ID: 1 | Joke ID: 1793 | Content: Did you hear about the Mexican train killer? He had loco motives
User ID: 1 | Joke ID: 1803 | Content: Can a kangaroo jump higher than the Empire State Building? Of course. The Empire State Building can't jump.
User ID: 1 | Joke ID: 1804 | Content: "I'll call you later." Don't call me later, call me Dad.
User ID: 1 | Joke ID: 1812 | Content: I had a rough day, and then somebody went and ripped the front and back pages from my dictionary. It just goes from bad to worse.
User ID: 1 | Joke ID: 1813 | Content: Why did the barber win the race? He took a short cut.
User ID: 1 | Joke ID: 1817 | Content: What do vegetarian zombies eat? Grrrrrainnnnnssss.
User ID: 1 | Joke ID: 1819 | Content: A Sandwich walks into a bar, the bartender says âSorry, we donât serve food hereâ
User ID: 1 | Joke ID: 1826 | Content: A steak pun is a rare medium well done.
User ID: 1 | Joke ID: 1827 | Content: What did the fish say when it swam into a wall? Damn!
User ID: 1 | Joke ID: 1834 | Content: Someone broke into my house last night and stole my limbo trophy. How low can you go?
User ID: 1 | Joke ID: 1844 | Content: Who is the coolest Doctor in the hospital? The hip Doctor!
User ID: 1 | Joke ID: 1861 | Content: I was thinking about moving to Moscow but there is no point Russian into things.
User ID: 1 | Joke ID: 1866 | Content: I was at the library and asked if they have any books on "paranoia", the librarian replied, "yes, they are right behind you"
User ID: 1 | Joke ID: 1868 | Content: I went to the zoo the other day, there was only one dog in it. It was a shitzu.
User ID: 1 | Joke ID: 1877 | Content: Why do nurses carry around red crayons? Sometimes they need to draw blood.
User ID: 1 | Joke ID: 1878 | Content: What is the tallest building in the world? The library â itâs got the most stories!
User ID: 1 | Joke ID: 1879 | Content: Toasters were the first form of pop-up notifications.
User ID: 1 | Joke ID: 1896 | Content: Did you know crocodiles could grow up to 15 feet? But most just have 4.
User ID: 1 | Joke ID: 1905 | Content: Whatâs the difference between an African elephant and an Indian elephant? About 5000 miles.
User ID: 1 | Joke ID: 1906 | Content: Thereâs a new type of broom out, itâs sweeping the nation.
User ID: 1 | Joke ID: 1923 | Content:  I never wanted to believe that my Dad was stealing from his job as a road worker. But when I got home, all the signs were there.


User ID: 1 | Joke ID: 1926 | Content: My New Years resolution is to stop leaving things so late.
User ID: 1 | Joke ID: 1930 | Content: Sore throats are a pain in the neck!
User ID: 1 | Joke ID: 1933 | Content: Did you hear about the new restaurant on the moon? The food is great, but thereâs just no atmosphere.
User ID: 1 | Joke ID: 1937 | Content: Why do ducks make great detectives? They always quack the case.
User ID: 1 | Joke ID: 1938 | Content: Why did the scarecrow win an award? Because he was outstanding in his field.
User ID: 1 | Joke ID: 1942 | Content: Dermatologists are always in a hurry. They spend all day making rash decisions. 
User ID: 1 | Joke ID: 1956 | Content: Did you know Albert Einstein was a real person? All this time, I thought he was just a theoretical physicist!
User ID: 1 | Joke ID: 1968 | Content: A weasel walks into a bar. The bartender says, "Wow, I've never served a weasel before. What can I get for you?"
"Pop," goes the weasel.
User ID: 1 | Joke ID: 1969 | Content: Coffee has a tough time at my house, every morning it gets mugged.
User ID: 1 | Joke ID: 1977 | Content: I don't trust sushi, there's something fishy about it.
User ID: 1 | Joke ID: 1980 | Content: How do you fix a damaged jack-o-lantern? You use a pumpkin patch.
User ID: 1 | Joke ID: 1982 | Content: How many optometrists does it take to change a light bulb? 1 or 2? 1... or 2?
User ID: 1 | Joke ID: 1992 | Content: A book just fell on my head. I only have my shelf to blame.
User ID: 1 | Joke ID: 2016 | Content: Why don't sharks eat clowns?  Because they taste funny.
User ID: 1 | Joke ID: 2040 | Content: I'd like to start a diet, but I've got too much on my plate right now.
User ID: 1 | Joke ID: 2064 | Content: What did the 0 say to the 8? Nice belt.
User ID: 1 | Joke ID: 2079 | Content: I've been trying to come up with a dad joke about momentum . . . but I just can't seem to get it going.
User ID: 1 | Joke ID: 2089 | Content: I finally bought the limited edition Thesaurus that I've always wanted. When I opened it, all the pages were blank.
I have no words to describe how angry I am.
User ID: 1 | Joke ID: 2121 | Content: I accidentally drank a bottle of invisible ink. Now Iâm in hospital, waiting to be seen.
User ID: 1 | Joke ID: 2130 | Content: What kind of music do mummy's like? Rap
User ID: 1 | Joke ID: 2138 | Content: You can't run through a camp site. You can only ran, because it's past tents.
User ID: 1 | Joke ID: 2155 | Content: Why is there always a gate around cemeteries? Because people are always dying to get in.
User ID: 1 | Joke ID: 2165 | Content: What did the doctor say to the gingerbread man who broke his leg? Try icing it.
User ID: 1 | Joke ID: 2173 | Content: My boss told me to have a good day. So I went home...
User ID: 1 | Joke ID: 2179 | Content: When you have a bladder infection, urine trouble.
User ID: 1 | Joke ID: 2200 | Content: Velcroâ¦ What a rip-off.
User ID: 1 | Joke ID: 2207 | Content: What happens to a frog's car when it breaks down? It gets toad.
User ID: 1 | Joke ID: 2210 | Content: What musical instrument is found in the bathroom? A tuba toothpaste.
User ID: 1 | Joke ID: 2227 | Content: Dad died because he couldn't remember his blood type. I will never forget his last words. Be positive.
User ID: 1 | Joke ID: 2229 | Content: Two peanuts were walking down the street. One was a salted
User ID: 1 | Joke ID: 2230 | Content: What has a bed that you canât sleep in? A river.
User ID: 1 | Joke ID: 2235 | Content: Never Trust Someone With Graph Paper...

They're always plotting something.
User ID: 1 | Joke ID: 2238 | Content: I went on a date last night with a girl from the zoo. It was great. Sheâs a keeper.
User ID: 1 | Joke ID: 2242 | Content: Donât interrupt someone working intently on a puzzle. Chances are, youâll hear some crosswords.
User ID: 1 | Joke ID: 2251 | Content: Why did Mozart kill all his chickens?
Because when he asked them who the best composer was, they'd all say "Bach bach bach!"

User ID: 1 | Joke ID: 2255 | Content: What do you call a pile of cats?  A Meowtain.
User ID: 1 | Joke ID: 2256 | Content: I considered building the patio by myself. But I didn't have the stones.
User ID: 1 | Joke ID: 2265 | Content: Where do you take someone whoâs been injured in a peek-a-boo accident? To the I.C.U.
User ID: 1 | Joke ID: 2289 | Content: What do you call a fashionable lawn statue with an excellent sense of rhythmn? A metro-gnome
User ID: 1 | Joke ID: 2291 | Content: What's brown and sticky? A stick.
User ID: 1 | Joke ID: 2303 | Content: Why do you never see elephants hiding in trees? Because they're so good at it.
User ID: 1 | Joke ID: 2308 | Content: Did you hear the news? FedEx and UPS are merging. Theyâre going to go by the name Fed-Up from now on.
User ID: 1 | Joke ID: 2317 | Content: Iâve just been reading a book about anti-gravity, itâs impossible to put down!
User ID: 1 | Joke ID: 2326 | Content: Two parrots are sitting on a perch. One turns to the other and asks, "do you smell fish?"
User ID: 1 | Joke ID: 2330 | Content: Got a new suit recently made entirely of living plants. I wasnât sure at first, but itâs grown on me
User ID: 1 | Joke ID: 2332 | Content: Why did the house go to the doctor? It was having window panes.
User ID: 1 | Joke ID: 2345 | Content: What did the left eye say to the right eye? Between us, something smells!
User ID: 1 | Joke ID: 2350 | Content: Why was the big cat disqualified from the race? Because it was a cheetah.
User ID: 1 | Joke ID: 2384 | Content: What did the Buffalo say to his little boy when he dropped him off at school? Bison.
User ID: 1 | Joke ID: 2399 | Content: Did you hear the joke about the wandering nun? She was a roman catholic.
User ID: 1 | Joke ID: 2425 | Content: What is red and smells like blue paint?
Red paint!
User ID: 1 | Joke ID: 2433 | Content: Why should you never trust a pig with a secret? Because it's bound to squeal.
User ID: 1 | Joke ID: 2439 | Content: How did the hipster burn the roof of his mouth? He ate the pizza before it was cool.
User ID: 1 | Joke ID: 2446 | Content: I used to hate facial hair, but then it grew on me.
User ID: 1 | Joke ID: 2450 | Content: What's the worst thing about ancient history class? The teachers tend to Babylon.
User ID: 1 | Joke ID: 2464 | Content: You will never guess what Elsa did to the balloon. She let it go.
User ID: 1 | Joke ID: 2466 | Content: There are two types of people in this world, those who can extrapolate from incomplete data...
User ID: 1 | Joke ID: 2467 | Content: What did the green grape say to the purple grape?
BREATH!!
User ID: 1 | Joke ID: 2474 | Content: What do you call a fly without wings? A walk.
User ID: 1 | Joke ID: 2480 | Content: My friend told me that pepper is the best seasoning for a roast, but I took it with a grain of salt.
User ID: 1 | Joke ID: 2514 | Content: I really want to buy one of those supermarket checkout dividers, but the cashier keeps putting it back.
User ID: 1 | Joke ID: 2518 | Content: Feeling pretty proud of myself. The Sesame Street puzzle I bought said 3-5 years, but I finished it in 18 months.
User ID: 1 | Joke ID: 2526 | Content: What did the ocean say to the shore? Nothing, it just waved.
User ID: 1 | Joke ID: 2548 | Content: Guy told me today he did not know what cloning is. I told him, "that makes 2 of us."
User ID: 1 | Joke ID: 2581 | Content: A red and a blue ship have just collided in the Caribbean. Apparently the survivors are marooned.
User ID: 1 | Joke ID: 2583 | Content: which flower is most fierce? Dandelion
User ID: 1 | Joke ID: 2593 | Content: Want to hear a joke about construction? Nah, I'm still working on it.
User ID: 1 | Joke ID: 2600 | Content: Milk is also the fastest liquid on earth â its pasteurized before you even see it
User ID: 1 | Joke ID: 2609 | Content: What did the traffic light say to the car as it passed? "Don't look I'm changing!"
User ID: 1 | Joke ID: 2611 | Content: Did you hear about the cheese factory that exploded in France? There was nothing left but de Brie.
User ID: 1 | Joke ID: 2634 | Content: The rotation of earth really makes my day.
User ID: 1 | Joke ID: 2650 | Content: If you think swimming with dolphins is expensive, you should try swimming with sharks--it cost me an arm and a leg!
User ID: 1 | Joke ID: 2655 | Content: They laughed when I said I wanted to be a comedian â theyâre not laughing now.
User ID: 1 | Joke ID: 2670 | Content: My first time using an elevator was an uplifting experience. The second time let me down.
User ID: 1 | Joke ID: 2689 | Content: "I'm sorry." "Hi sorry, I'm dad"
User ID: 1 | Joke ID: 2705 | Content: A man was caught stealing in a supermarket today while balanced on the shoulders of a couple of vampires. He was charged with shoplifting on two counts. 
User ID: 1 | Joke ID: 2725 | Content: The word queue is ironic. It's just q with a bunch of silent letters waiting in line.
User ID: 1 | Joke ID: 2732 | Content: "Why do seagulls fly over the ocean?" "Because if they flew over the bay, we'd call them bagels."
User ID: 1 | Joke ID: 2754 | Content: If I could name myself after any Egyptian god, I'd be Set.
User ID: 1 | Joke ID: 2762 | Content: As I get older, I think of all the people I lost along the way. Maybe a career as a tour guide wasn't such a good idea.
User ID: 1 | Joke ID: 2842 | Content: I been watching a channel on TV that is strictly just about origami â of course it is paper-view.
User ID: 1 | Joke ID: 2848 | Content: When is a door not a door? When it's ajar.
User ID: 1 | Joke ID: 2861 | Content: Is the pool safe for diving? It deep ends.
User ID: 1 | Joke ID: 2960 | Content: Did you hear about the guy who invented Lifesavers? They say he made a mint.
User ID: 1 | Joke ID: 3004 | Content: I just got fired from a florist, apparently I took too many leaves.
User ID: 1 | Joke ID: 3062 | Content: What's blue and not very heavy?  Light blue.
User ID: 1 | Joke ID: 3171 | Content: Some people eat light bulbs. They say it's a nice light snack.
User ID: 1 | Joke ID: 3189 | Content: Did you hear that David lost his ID in prague? Now we just have to call him Dav.
User ID: 1 | Joke ID: 3264 | Content: Conjunctivitis.com â now thatâs a site for sore eyes.
User ID: 1 | Joke ID: 3340 | Content: A quick shoutout to all of the sidewalks out there... Thanks for keeping me off the streets.
User ID: 1 | Joke ID: 3347 | Content: What is the leading cause of dry skin? Towels
User ID: 1 | Joke ID: 3351 | Content: What does a clock do when it's hungry? It goes back four seconds!
User ID: 1 | Joke ID: 3385 | Content: Iâm on a whiskey diet. Iâve lost three days already.
User ID: 1 | Joke ID: 3395 | Content: Scientists finally did a study on forks. It's about tine!
User ID: 1 | Joke ID: 3479 | Content: Did you hear about the kidnapping at school? It's ok, he woke up.
User ID: 1 | Joke ID: 3657 | Content: I used to work at a stationery store.  But, I didn't feel like I was going anywhere.

So, I got a job at a travel agency.  Now, I know I'll be going places.
User ID: 1 | Joke ID: 4144 | Content: Every morning when I go out, I get hit by bicycle. Every morning!  It's a vicious cycle.
User ID: 1 | Joke ID: 4260 | Content: Bad at golf? Join the club.
User ID: 1 | Joke ID: 4309 | Content: The best time on a clock is 6:30--hands down.
User ID: 1 | Joke ID: 4891 | Content: People are making apocalypse jokes like thereâs no tomorrow.
User ID: 1 | Joke ID: 5373 | Content: Why is no one friends with Dracula? Because he's a pain in the neck.
